file,sent_idx,char_idx,sentence,phrases,lem_phrases
1900-01a,20566,2895551,"Es ist die Möglichkeit denkbar, daß die durch einen Schutzzoll bedingte Ver¬
mehrung des firen und flüssigen Kapitals ausschließlich dem Ausland zu Gute¬
kommt.",Kapital,kapital
1900-01a,20568,2895925,"Die Vermehrung des variablen Kapitals, in unserem Exempel 40 Millionen,
bedeutet an und für sich eine Vermehrung der Arbeiterbeschäftigung.",Kapital,kapital
1900-01a,20573,2896452,"In der ersten Zeit, da
das fixe Kapital vermehrt wird, tritt sogar eine bedeutende Erweiterung des
Waarenbezugs vom Ausland ein.",Kapital,kapital
1900-01a,20604,2900030,"2. Je größer das konstante Kapital im Verhältniß zum variablen, destor
geringer die aus den Schutzzöllen entspringenden Vortheile selbst für die Arbeiter
der begünstigten Industriezweige.",Kapital,kapital
1900-01a,20621,2902255,"Das¬
Bestreben des nationalen Kapitals, alle jene Momente, welche seine industrielle
Infertorität bedingen — die hohe Profitrate, die geringen Löhne, die rückständige
Technik, die ungenügende Betriebskonzentration, die schlechten Handels- und
Kreditverhältnisse &c. rc. — zu konserviren, die revolutionäre Wirkung des aus¬
ländischen Kapitals zu beseitigen und ein Monopol der Ausbeutung der Konsu¬
menten zu schaffen.",Kapital,kapital
1900-01a,20629,2903748,"Mit der Konzentration des Kapitals wird,
es möglich, durch Kartellirungen den inländischen Markt mehr oder weniger,
zu beherrschen — um so intensiver das Verlangen nach Schutzzöllen gegen das
Ausland.",Kapital | Das Kapital,kapital | der kapital
1900-01a,20637,2904712,"Gerade weil der Aufschwung überall den
Waarenmarkt erweitert, entsteht im Augenblick des Zusammenbruchs das heftige
Verlangen des nationalen Kapitals, die stattgehabte Ausdehnung des Marktes,
für sich zu monopolisiren.",Kapital,kapital
1900-01a,20666,2909147,"Aber kleinlich,
wie das europcische Kapital in seinem Verhalten gegenüber der Arbeiterklasse ist,
ist es auch in seiner Handelspolitik.",Kapital,kapital
1900-01a,20762,2922530,jährlich und mit einer Verzinsung der geliehenen Kapitalien von 4 bis 5 Prozent.,Kapital,kapital
1900-01a,20993,2957502,"Das Schutzzollsystem giebt dem Kapital des einen
Landes die Waffen in die Hand, um den Kapitalen der anderen Länder trotzen,
zu können;",Kapital | Das Kapital,kapital | der kapital
1900-01a,20994,2957638,"es verstärkt die Kraft jenes Kapitals gegenüber dem fremden, und
bildet sich zugleich ein, durch dieselben Mittel dasselbe Kapital klein und schwach¬
zu machen gegenüber der arbeitenden Klasse.",Kapital,kapital
1900-01a,20995,2957832,"Das hieße doch zuletzt an die
Philanthropie des Kapitals appelliren, als ob das Kapital als solches Philanthrop
sein könnte.",Kapital | Das Kapital,kapital | der kapital
1900-01a,21287,2995322,"In diesen Krisen ist eine Unmasse,
des in jenen Ländern angelegten englischen Kapitals zu Grunde gegangen.",Kapital,kapital
1900-01a,21422,3008854,"Die Kapitalien, die in der Heimath keine Verwendung
fanden, strömten nach China, Kleinasien, Südamerika und Südafrika.",Kapital | Das Kapital,kapital | der kapital
1900-01a,21424,3009051,"Ihre
Regierungen werden deshalb gezwungen, ihr „nationales“ Kapital gegenüber den
dortigen unzivilisirten, das heißt antikapitalistischen Regierungen zu schützen.",Kapital,kapital
1900-01a,21427,3009369,"Die Vereinigten Staaten hingegen, die noch Gelegenheit und Raum genug haben,
ihre Kapitalien zu Hause anzulegen, verlangen vorläufig nur Absatzmärkte für
ihre Ueberproduktion, die sich unausgesetzt steigert.",Kapital,kapital
1900-01a,21763,3053081,"„Da nun"", wir zitiren Professor
Baumeister, einen der hervorragendsten Vertreter der offenen Bauweise, „die Miether¬
auf dem aufgewendeten Kapital beruhe und dies Kapital aus zwei Posten zu¬
sammengesetzt sei, dem Preise für Ankauf des Bauplatzes und für Herstellung des
Hauses, so müsse, wenn der Preis der Baustelle heruntergehe, weil die Baupolizei¬
für geringere Ausnützung Sorge getragen habe, doch das anfgewandte Kapital¬
auch heruntergehen und der Vermiether könne bei dem gleichen Nutzen für ihn
die Wohnung billiger vermiethen.“",Kapital,kapital
1900-01a,21943,3073248,"Zählt man diese zu jenen hinzu, so ergiebt,
sich eine Gesammtzahl von 4825 Gesellschaften mit 15583 Millionen Mark Grund¬
kapital.",Kapital,kapital
