alignment_index,id2,series2,begin2,end2,s2_no_gaps,id,series,begin,end,s1_no_gaps,matches
136,page_396,mega,977,1640," heren und mittleren Klassen die Arbeit der Lehrer nutzlos vermehrt, ""während er Zeit, Gesundheit und Energie der Kinder nicht nur fruchtlos, sondern absolut schädlich verwüstet""Fabriksystem, wie man in Detail bei Robert Owen verfolgen kann, entsproß der Keim der Erziehung der Zukunft, welche für alle Kinder über einem gewissen Alter produktive Arbeit mit Unterricht und Gymnastik verbinden wird, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur Produktion vollseitig entwickelter Menschen. Man hat gesehn, daß die große Industrie die manufakturmäßige Theilungder Arbeit mit ihrer lebenslänglichen",1900-01b,dnz,640911,641483," werdenden Faktors: das ist die Arbeit. Auch Wolgast deutet hierbet auf den prophetischen Satz von Marx hin, daß aus dem Fabriksystem, wie man im Detail bei Robert Owen nachlesen könne, ""der Keim¬ der Erziehung der Zukunft"" entsprosse, welche ""für alle Kinder über einem gewissen Alter produktive Arbeit mit Unterricht und Gymnastik verbinden. wird, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur Produktion vollseitig entwickelter 2 Natürlich handelt es sich hier nicht um die so außerordentlich, Menschen",418
137,page_531,mega,1181,1454,"der Entwicklung der Industrie, der Accumulation des Kapitals, dem Wachsthum und der ""Ver‐ schönerung"" der Städte, daß die bloße Furcht vor ansteckenden Krank‐ heiten, welche auch der ""Ehrbarkeit"" nicht schonen, von 1847 bis 1864 nicht weniger als 10 gesundheitspolizeiliche",1900-01a,dnz,602268,602882,"erstellen, aber nicht durch Palliatin¬ mittel der heutigen Wohnungsnoth und den großartigen Krankheiten, welche sie im Gefolge hat, ein Ende gemacht werden kann. ""Im Hinblick auf die gegenwärtige Wohnungsnoth in Berlin erklärt die Vep¬ sammlung es für eine Beleidigung des Volkes von Berlin, wenn sich die Behörden 166 Die Neue Zeit. unterstehen sollten, den unverschuldet obdachlos werdenden Arbeiterfamilien statt, einer menschenwürdigen provisorischen Unterkunft das Arbeitshaus anzuweisen. ""Die Versammlung tadelt sodann aufs Schärfste die Fahrlässigkeit der städtischen Behörden und der Gesundheitspolizei, we",78
138,page_573,mega,497,749,"Land‐ magnaten in England, Schottland und Irland vom jährlichen Nationalrental verschlingt, ist so monströs, daß die englische Staatsweisheit es angemessen findet, für die Vertheilung der Grundrente nicht dasselbe statistische Ma‐ terial zu liefern wie",1900-01a,dnz,56482,56760,"land, je 2 in Schottland und Irland — so bleiben in England 234 Counties und 226 Boroughs, in Wales 19 und 11, in Schottland 39 und 31, in Irland 85 und 16. Gewählt kann jeder englische Staatsbürger werden, gegen den nicht gewisse gesetzliche Ausschließungsgründe vorliegen, wie",89
139,page_313,mega,1325,2118,"nsprozesses, d. h. den Kom‐ munikations‐ und Transportmitteln. Wie die Kommunikations‐ und Trans‐ portmittel einer Gesellschaft, deren Pivot, um mich eines Ausdrucks Fou‐ rier's zu bedienen, die kleine Agrikultur mit ihrer häuslichen Nebenindustrie und das städtische Handwerk waren, den Produktionsbedürfnissen der Manufakturperiode mit ihrer erweiterten Theilung der gesellschaftlichen Arbeit, ihrer Koncentration von Arbeitsmitteln und Arbeitern, und ihren Kolonialmärkten durchaus nicht genügen konnten, daher auch in der That umgewälzt wurden, so verwandelten sich die von der Manufakturperiode überlieferten Transport‐ und Kommunikationsmittel bald in unerträgliche Hemmschuhe für die große Industrie mit ihrer fieberhaften Geschwindigkeit der Produktion, ihrer massenhaften Stufenleiter",1900-01a,dnz,2420518,2421386,"s umfassenden Farmbodens schon seit Jahren unbenutzt daliegt, in den fämmtlichen atlantischen Staaten von Maine bis hinunter nach Florida, nicht weniger als 58 von (rund) 100 Millionen Acres! Verlassene Farmen¬ finden sich massenhaft besonders in den Neuenglandstaaten. Ihre früheren Besitzer. sind schon vor zehn oder fünfzehn Jahren nach dem Westen gezogen, um den dortigen Boden auf dem Wege des Raubbaues auszusaugen, nachdem auf diesem Wege aus dem östlichen Boden nichts mehr zu holen war. Im Uebrigen bringt diese Periode keine qualitativ neuen Triebkräfte aus dem, Gebiet der ökonomischen Entwicklung, aber alle überlieferten Triebkräfte, dieser Der Kategorie arbeiten jetzt mit quantitativ enorm gesteigerter Wirksamkeit. Kapitalismus marschirt mit Riesenschritten. Endlich hat unsere Industrie¬ mit ihren kolossal entwickelten Prodnktivkräften jenen Punkt er",102
140,page_605,mega,0,392,"dem Staatsschatz. ""Warum"", ruft Mirabeau, ""so weit die Ursache des Manufakturglanzes Sachsens vor dem siebenjährigen Krieg suchen gehn? 180 Millionen Staatsschulden"" Kolonialsystem, Staatsschulden, Steuerwucht, Protektion, Handelskriegeu. s. w., diese Sprößlinge der eigentlichen Manufakturperiode, schwellen riesenhaft während der Kinderperiode der großen Industrie. Die Geburt der letzteren",1900-01a,dnz,2156451,2156801,"r zum Theil direkt aus¬ Staatsschatz. Warum — ruft Mirabeau — so weit die Ursache des Manufaktur¬ glanzes Sachsens vor dem siebenjährigen Kriege suchen? 180 Millionen Staats¬ schuldet. Waren erst die Schutzzölle ein Element der staatlichen Begünstigung der rimitiven kapitalistischen Akkumulation, so entsprang das Freihandelsinteresse einer welteren",220
141,page_457,mega,1541,1833,"die gesellschaftliche Form des Produktionsprozesses, er mußkontinuirlich sein oder periodisch stets von neuem dieselben Stadien durch‐ laufen. So wenig eine Gesellschaft aufhören kann zu konsumiren, so wenig kann sie aufhören zu produciren. In seinem stetigen Zusammenhang und dem beständigen",1897-98b,dnz,1651875,1652220,"der gesellschaftlichen Form des Produktionsprozesses spricht. Hierin sind doch offenbar rechtliche Beziehungen, das Wort im weitesten Sinne genommen, nothwendig mitenthalten. Sadi Gunter: Die materialistische Geschichtsauffaffung &c.) 455 Freilich, dieses ""Recht"" analysirt Marx nicht besonders; es kommt ihm auf den Zusammenhang und eventuellen",89
142,page_316,mega,1611,2120,"entwickelte Ma‐ schinerie, das charakteristische Arbeitsmittel der großen Industrie, unver‐ hältnißmäßig an Werth schwillt, verglichen mit den Arbeitsmitteln des Handwerks‐ und Manufakturbetriebs. Es ist nun zunächst zu bemerken, daß die Maschinerie stets ganz in den Arbeitsprozeß und immer nur theilweis in den Verwerthungsprozeß eingeht. Sie setzt dem Produkt nie mehr Werth zu als sie im Durchschnitt durch ihre tägliche Abnutzung verliert. Es findet also große Differenz statt zwischen dem Maschinenwerth",1897-98b,dnz,410476,410914,"e die Thatsache, daß der Besitz der Arbeitsmittel den kapitalistischen Unternehmer befähigt, einen Mehrwerth zu produziren oder, was auf dasselbe hinausläuft, sich eine gewisse Menge unbezahlter Arbeit an¬ zueignen, den Besitzer von Arbeitsmitteln, der dem kapitalistischen Unternehmer, diese ganz oder zu einem Theile letht, mit einem Worte den Geldkapitalisten, in den Stand, unter dem Namen von Zins einen anderen Theil jenes Mehrwerth",164
143,page_545,mega,1252,1485," wie wenig jene Schutzgesetze den wirklichen Kornproducenten beschützten. Andrerseits schäumte die industrielle Bourgeoisie auf von Ingrimm über die Denuncia‐ tion der Fabrikzustände seitens der Grundaristokraten, über die affektirte",1904-05b,dnz,2878122,2878528," der englischen Gesetz¬ gebung im Interesse der Aristokratie gegen die industrielle Bourgeoisie recht¬ fertigen. Endlich seine ""principles of political economy"" gegen Ricardo, hatten wesentlich den Zweck, die absoluten Forderungen des industriellen Kapitals und die Gesetze, unter denen sich seine Produktivität entwickelt, in Grenzen zurück¬ zuführen, die im Interesse der Grundaristokratie, der Staatskir",67
144,page_017,mega,330,583,"Die Waare ist zunächst ein äußerer Gegenstand, ein Ding, das durch seine Eigenschaften menschliche Bedürfnisse irgend einer Art befriedigt. Die Natur dieser Bedürfnisse, ob sie z. B. dem Magen oder der Phantasie ent‐ springen, ändert nichts an der Sache",1904-05b,dnz,954967,955252,"Die Ware ist zunächst ein äußerer Gegenstand, ein Ding, das durch seine Eigenschaften menschliche Bedürfnisse irgend einer Art befriedigt. Die Natur¬ dieser Bedürfnisse, ob sie zum Beispiel dem Magen oder der Phantasie ent¬ mit Barbon in den ersten springen, ändert nichts an der Sache",249
145,page_475,mega,2834,2915,"daß der Preis der Waaren aus Arbeitslohn, Profit (Zins) und Grundrente, also bloß",1897-98b,dnz,145654,145932,"de der Preis der Waare auf sechzig steigen, und so¬ weiter. In Folge dessen haben all die veralteten Schriftsteller der politischen Oekonomie, die das Dogma vertraten, daß die Löhne die Preise reguliren, dies¬ dadurch zu beweisen versucht, daß sie Profit und Grundrente als bloß",46
146,page_177,mega,1896,2348,"oder 1000 Arbeiter beschäftigt, ob die produzirten Waaren sich zu 10 000 oder 20 000 Pfd. St. verkaufen, immer vorausgesetzt, daß seine Profite in allen Fällen nicht unter 2000 Pfd. St. fallen. Ist das reale Interesse einer Nation nicht dasselbe? Vorausgesetzt ihr reales Nettoeinkommen, ihre Renten und Profite bleiben dieselben, so ist es nicht von der geringsten Wichtigkeit, ob die Nation aus 10 oder 12 Millionen Einwohnern besteht."" (Ric. l. c. p",1904-05b,dnz,2875946,2876411,"oder tausend Mann beschäftigt, ob das erzeugte Produkt um 10000 oder 20000 Pfund Sterling verkauft wird, vorausgesetzt, daß in keinem Falle sein Profit unter 2000 Pfund Sterling herabginge. Ist nicht das wirkliche Interesse, eines Volkes das gleiche? Vorausgesetzt, sein wirkliches reines Einkommen, seine Grundrenten und Prosite blieben die gleichen, so ist es von gar keiner Bedeutung, ob das Volk aus zehn oder zwölf Millionen Einwohnern besteht"" Principles of P",92
147,page_492,mega,2829,2997,"dies sine linea"", Berge von Büchern gefüllt. Wenn ich die Courage meines Freundes H. Heine hätte, würde ich Herrn Jeremias ein Genie in der bürgerlichen Dummheit nennen",1904-05b,dnz,1359516,1359681,"de. Berlin 1904, Verlag von R. L. Prager. ""Wenn ich die Courage meines Freundes H. Heine hätte, würde ich Herr Jeremias ein Genie in der bürgerlichen Dummheit nennen",141
148,page_019,mega,143,1356," ausgedrückt. Er muß also von diesen seinen verschiedenen Ausdrucks‐ weisen unterscheidbar sein. Nehmen wir ferner zwei Waaren, z. B. Weizen und Eisen. Welches immerihr Austauschverhältniß, es ist stets darstellbar in einer Gleichung, worin ein gegebenes Quantum Weizen irgend einem Quantum Eisen gleichgesetzt wird, z. B. 1 Quarter Weizen = a Ctr. Eisen. Was besagt diese Gleichung? Daß derselbe Werth in zwei verschiednen Dingen, in 1 Qrtr. Weizen und ebenfalls in a Ctr. Eisen existirt. Beide sind also gleich einem Dritten, das an und für sich weder das eine, noch das andere ist. Jedes der beiden, soweit es Tauschwerth, muß also, unabhängig von dem andern, auf dieß Dritte reducir‐ bar sein. Ein einfaches geometrisches Beispiel veranschauliche dieß. Um denFlächeninhalt aller gradlinigen Figuren zu bestimmen und zu vergleichen, löst man sie in Dreiecke auf. Das Dreieck selbst reducirt man auf einen von seiner sichtbaren Figur ganz verschiednen Ausdruck ‒ das halbe Produkt seiner Grundlinie mit seiner Höhe. Ebenso sind die Tauschwerthe der Waaren zu reduciren auf ein Gemeinsames, wovon sie ein Mehr oder Minder darstellen. Daß die Substanz des Tauschwerths ein von der physisch‐handgreiflichenExistenz",1897-98b,dnz,244782,246453," austauscht oder daß der Werth eines Quarters Weizen sich in einer bestimmten Menge Eisen ausdrückt, so sage ich, daß der Werth des Weizens und sein Gegenwerth in Eisen irgend einer dritten Sache gleich sind, die weder Weizen noch Eisen ist, weil ich dabei unterstelle, daß sie dieselbe Größe in zwei verschiedenen Formen darstellen. Jedes von ihnen, der Weizen oder das Eisen, muß sich deshalb unabhängig von dem anderen auf jene dritte Sache, die ihr gemeinsames Maß ist, zurückführen lassen. Ich will, um diesen Punkt zu erhellen, auf ein sehr einfaches Beispiel aus, der Geometrie zurückgreifen. Wenn wir den Flächeninhalt von Dreiecken der ver¬ schiedensten Formen und Größen, oder Dreiecke mit Rechtecken oder irgendwelchen anderen gradlinigen Figuren vergleichen, wie verfahren wir alsdann? Wir führer die Fläche jedes Dreiecks auf einen von seiner sichtbaren Natur ganz verschiedenen Ausdruck zurück. Nachdem wir aus der Natur des Dreiecks erkannt haben, daß en sein Flächeninhalt dem halben Produkt seiner Grundlinie mit seiner Höhe gleich, ist, können wir daraufhin die verschiedenen Werthe aller Arten von Dreiecken, und anderer gradlinigen Figuren vergleichen, weil jede dieser letzteren in eine gewisse Anzahl von Dreiecken aufgelöst werden kann. Dasselbe Verfahren muß bei den Werthen der Waaren vorgenommen werden können. Wir müssen im Stande sein, sie alle auf den einen ihnen gemeinsamen Ausdruck zurückzuführen, indem wir sie nur noch nach dem Ver¬ hältniß unterscheiden, in dem sie dasselbe identische Maß enthalten. Da die Tauschwerthe der Waaren nur gesellschaftliche Funktionen dieser Gegenstände sind und durchaus nichts mit ihren natürlichen Eigen",258
149,page_129,mega,1104,1506,"rolirt. Der Mensch tritt dem Naturstoff selbst als eine Naturmacht gegenüber. Die seiner Leiblichkeit angehörigen Naturkräfte, Arme und Beine, Kopf und Hand, setzt er in Bewegung, um sich den Naturstoff in einer für sein eignes Leben brauch‐ baren Form zu assimiliren. Indem er durch diese Bewegung auf die Natur außer ihm wirkt und sie verändert, verändert er zugleich seine eigne Natur. Er entwickelt",1897-98b,dnz,1660390,1660793,"utsamen Stelle¬ sagt Marx: ""Der Mensch tritt dem Naturstoff selbst als eine Naturmacht gegen¬ über"" nämlich in der Arbeit. Diese ""ist zunächst ein Prozeß zwischen Mensch¬ und Natur"", den der Mensch vollzieht, ""um sich die Naturkraft in einer für sein eigenes Leben brauchbaren Form anzueignen"". Und zwar ist dies ""ein rozeß, worin er seinen Stoffwechsel mit der Natur durch seine eigene That¬ vermittelt",182
150,page_129,mega,999,1112,"ein Prozeß, worin er seinen Stoffwechsel mit der Natur durch seine eigne That vermittelt, regelt und kontrolirt. ",1897-98b,dnz,1660704,1660819,"ein rozeß, worin er seinen Stoffwechsel mit der Natur durch seine eigene That¬ vermittelt, regelt und kontrollirt"" ",111
151,page_165,mega,0,88,"gearbeitet ward, so betrug die nothwendige Arbeit ungefähr 5 5 13 , und die Mehrarbeit 4",1897-98b,dnz,712240,712329, Marx hat als erster mit vollkommener Klarheit die nothwendige Arbeit und die Mehrarbeit ,44
152,page_144,mega,183,265,"ein besondres Glück für den Käufer, aber durchaus kein Unrecht gegen den Verkäufer",1897-98b,dnz,1414518,1414602,"ein¬ besonderes Glück für den Käufer, aber durchaus kein Unrecht gegen den Verkäufer",82
153,page_555,mega,427,800,"ansteckender Krankheiten fördert. Und die Personen, welche diesen Zu‐ stand denuncirt haben, verschwiegen weiteres Unheil nicht. Selbst wo ihr ursprüngliches Thema nur die Gesundheitspflege betraf, waren sie beinahe gezwungen auf die andern Seiten des Gegenstandes einzugehn. Indem sie nachwiesen, wie häufig es sich ereignet, daß erwachsne Personen beider‐ lei Geschlechts",1904-05b,dnz,350546,350830,"nde bemerkenswerte Verfügung erlassen: ""In Anbetracht dessen, daß eine e zu lange Arbeitszeit nicht nur die Gesundheit des Arbeiters ruiniert, sondern ihn auch verhindert, seinen Geist zu bilden, und ihn so in seiner Menschen¬ würde verletzt ... wird für Arbeiter beiderlei Geschlecht",99
154,page_470,mega,1686,1771, einen Mehrwerth von 400 Pfd. St. producirt. Dieser Mehrwerth werde wieder in Kapital,1897-98b,dnz,414496,414648," einen Mehrwerth, von drei Schilling hinzufügen, das heißt Werth, für den kein gleicher Gegen¬ werth gezahlt worden ist. Dieser Mehrwerth von drei Schil",40
155,page_133,mega,1778,1991,"Ein Produkt kann in einer für die Konsumtion fertigen Form existiren unddennoch von neuem zum Rohmaterial eines andern Produkts werden, wie die Traube zum Rohmaterial des Weins. Oder der Arbeitsprozeß entläßt sein",1897-98b,dnz,1671807,1672002,"Ein Produkt, das in einer für die Konsumtion fertigen Form existirt, kann von Neuem zum Rohmaterial eines anderen Produkts werden, wie die Traube zum Rohmaterial¬ des Weines."" Dagegen ist bei ein",175
156,page_130,mega,210,328,"seinen Zweck, den er weiß, der die Art und Weise seines Thuns als Gesetz bestimmt und dem er seinen Willen unterordnen",1897-98b,dnz,1674411,1674510,"eten Zwecke, ""der die Art und Weise seines Thuns als Gesetz bestimmt"", ""seinen Willen unter¬ ogdnen",90
157,page_049,mega,3614,3861,"entsprechenden Produktionsverhältnisse, kurz ""die ökonomische Struktur der Gesellschaft die reale Basis sei, worauf sich ein juristischer und politischer Ueberbau erhebe, und welcher bestimmte gesellschaftliche Bewußtseinsformen entsprächen"", daß ",1897-98b,dnz,1646990,1647213,"entsprechen"") bildet die ökonv¬ mische Struktur der Gesellschaft, die reale Basis, worauf sich ein juristischer und politischer Ueberbau erhebt, und welcher bestimmte gesellschaftliche Bewußtseins¬ formen entsprechen."" Den ",203
158,page_012,mega,777,1255," Weil der ausgebildete Körper leichter zu studiren ist als die Körperzelle. Bei der Analyse der ökonomischen Formen kann außerdem weder das Mikro‐ skop dienen, noch chemische Reagentien. Die Abstraktionskraft muß beide ersetzen. Für die bürgerliche Gesellschaft ist aber die Waarenform des Arbeitsprodukts oder die Werthform der Waare die ökonomische Zellen‐ form. Dem Ungebildeten scheint sich ihre Analyse in bloßen Spitzfindig‐ keiten herumzutreiben. Es handelt sich dabei in",1897-98b,dnz,1409114,1409915," Wie der ausgebildete Sinn des Engländers für den Sport eine geschichtlich von Generation auf Generation übertragene Eigenschaft ist, so giebt es noch eine ganze Reihe geschichtlicher Einflüsse, die den Einfluß der Produktionsverhältnisse auf das Denken und Handeln des Arbeiters abtönen oder, wenn man will, ""fälschen"" Hierher gehören u. A. die Geschichte der politischen Entwicklung des betreffenden Landes, die Natur und Geschichte seiner Parteien und in hohem Grade auch die Natur und Geschichte seiner Religionsgemeinschaften. Der wirkliche Arbeiter braucht daher stets eine gewisse Zeit und Abstraktions¬ kraft, bis er sich völlig in die Denkweise des Proletariers hineinlebt, den die Theorie unterstellt, da bei dieser von all jenen lokalen oder nationalen Besonder¬ heiten und historischen Ein",139
159,page_512,mega,701,1055, Die Produktion einer relativen Surpluspopulation oder die Freisetzung vonArbeitern geht daher noch rascher voran als die ohnehin mit dem Fortschritt der Accumulation beschleunigte technologische Umwälzung des Produk‐ tionsprozesses und die entsprechende proportionelle Abnahme des variablen Kapitaltheils gegen den constanten. Wenn die Produktionsmittel,1904-05b,dnz,1454327,1454962," der Pro¬ duktivität der Arbeit mit der Freisetzung von Arbeitern, mit der Ausschaltung menschlicher Arbeit aus der Produktion und damit auch aus der Konsumtion erkauft wird. Dieses Gesetz wird durch gewaltige Anspannung der Produktion, die beinahe den letzten müßigen Kapitalteil in die Produktionssphäre jagt, zeit¬ weilig verdeckt; es wird aber schließlich sichtbar in der Gestalt der Krife. Aber kein Arbeiter bleibt lebenslänglich arbeitslos; das Kapital zieht ihn schließlich wieder an sich. Lohnherabsetzungen während der Krise ermöglichen es, trotz der relgtiven Verringerung des variablen Kapitals doch wieder die freigesetzte",87
160,page_049,mega,3060,3796,"er Sklaven‐ arbeit beruht, auf einem Raubsystem ruht? Er stellt sich dann auf gefährlichen Boden. Wenn ein Denkriese wie Aristoteles in seiner Würdigung der Sklavenarbeit irrte, warum sollte ein Zwergökonom, wie Bastiat, in seiner Würdigung der Lohnarbeit richtig gehn? ‒ Ich ergreife diese Gelegenheit, um einen Einwand, der mir beim Erscheinen meiner Schrift ""Zur Kritik der Pol. Oekonomie. 1859"" von einem deutsch‐amerikanischen Blatte gemacht wurde, kurz ab‐ zuweisen. Es sagte, meine Ansicht, daß die bestimmte Produktionsweise und die ihr jedesmal entsprechenden Produktionsverhältnisse, kurz ""die ökonomische Struktur der Gesellschaft die reale Basis sei, worauf sich ein juristischer und politischer Ueberbau erhebe, und welcher",1904-05b,dnz,304256,305011,"en. des wirtschaftlichen Daseins aufzutreten."" Noch mehr als in der eigentlichen Historik gewinnt demnach auf ethno¬ logischem Gebiet die ökonomische oder, wie sie von Marx getauft worden ist, die materialistische Geschichtsauffassung an Bedeutung. Allerdings nicht in der philosophischen und universelleren Form, die sie in den Marxschen Definitionen. hat. Es ist vielmehr nur ein Teil, und zwar ein primitiverer Teil der Mar¬ schen Geschichtsauffassung, der vorerst zur Anerkennung gelangt. Es wird: nämlich der ökonomische Faktor meist kurzweg mit dem ökonomischen Interesse, identifiziert, so daß der Marxsche Satz, die ökonomische Struktur der Gesell¬ schaft sei die reale Basis, worauf sich ihr juristischer und politischer Uberbau¬ erhebe, gewisser",152
161,page_539,mega,660,1075," damit zu ""rechtfertigen"", das sei nöthig, um ihn profitlicher auszubeuten. So, wenn es entsagt auf Vorrichtungen zum Schutz gegen gefährliche Maschinerie in der Fabrik, auf Ventilations‐ und Sicherheitsmittel in den Minen u. s. w. So hier mit der Behausung der Minen‐ arbeiter. ""Als Entschuldigung"", sagt Dr. Simon, der ärztliche Beamte des Privy Council, in seinem officiellen Bericht, ""als Entschuldigung für die",1904-05b,dnz,442908,443292," nicht zu wundern, daß er die Maschine einem Bedürfnis nach Vorrichtungen zur¬ Erleichterung des ""menschlichen Daseins"" entspringen läßt. Heiliger J. St. Milli ""Die Geschichte der Auch den anderen Kapiteln des ersten Teiles der Schrift, Maschine, Die Entstehung des Maschinenzeitalters"" usw., kann ich irgendwelche Be¬ deutung nicht zusprechen und für sie nur die Entschuldigung finde",89
162,page_074,mega,0,1456,"kann verkaufen, ohne daß ein Andrer kauft. Aber keiner braucht unmittelbar zu kaufen, weil er selbst verkauft hat. Die Circulation sprengt die zeitlichen, örtlichen und individuellen Schranken des Produktenaustauschs eben da‐ durch, daß sie die hier vorhandne unmittelbare Identität zwischen dem Austausch des eignen und dem Eintausch des fremden Arbeitsprodukts in den Gegensatz von Verkauf und Kauf spaltet. Daß die selbstständig einander gegenübertretenden Prozesse eine innere Einheit bilden, heißt eben so sehr, daß ihre innere Einheit sich in äußeren Gegensätzen bewegt. Geht die äußer‐ liche Verselbstständigung der innerlich Unselbstständigen, weil einander ergänzenden, bis zu einem gewissen Punkt fort, so macht sich die Einheit gewaltsam geltend durch eine ‒ Krise. Der der Waare immanente Gegensatz von Gebrauchswerth und Tauschwerth, von Privatarbeit, die sich zugleich als unmittelbar gesellschaftliche Arbeit darstellen muß, von besondrer konkreter Arbeit, die zugleich nur als abstrakt allgemeine Arbeit gilt, von Personificirung der Sache und Versachlichung der Personen ‒ dieser im‐ manente Widerspruch erhält in den Gegensätzen der Waaren‐ metamorphose seine entwickelten Bewegungsformen. Diese Formen schlie‐ ßen daher die Möglichkeit, aber auch nur die Möglichkeit der Krisen ein. Die Entwicklung dieser Möglichkeit zur Wirklichkeit erfordert einen ganzen Umkreis von Verhältnissen, die vom Standpunkt der einfachen Waaren‐ circulation",1904-05a,dnz,477216,478549,"kann verkaufen, ohne daß ein anderer kauft. Aber keiner braucht, unmittelbar zu kaufen, weil er selbst verkauft hat. Die Zirkulation sprengt die zeitlichen, örtlichen und individuellen Schranken des Produktenaustausches eben dadurch, daß sie die hier vorhandene unmittelbare Identität zwischen dem Aus¬ tausch des eigenen und dem Eintausch des fremden Arbeitsproduktes in den Gegensatz von Verkauf und Kauf spaltet. Daß die selbständig einander gegen¬ überstehenden Prozesse eine innere Einheit bilden, heißt ebensosehr, daß ihre innere Einheit sich in äußeren Gegensätzen bewegt. Geht die äußerliche Ver¬ selbständigung der innerlich unselbständigen, weil einander ergänzenden, bis zu einem gewissen Punkte fort, so macht sich die Einheit gewaltsam geltend durch eine — Krise. Der der Ware immanente Gegensatz von Gebrauchswert und Wert, von Privatarbeit, die sich zugleich als unmittelbar gesellschaftliche Arbeit darstellen muß, von besonderer konkreter Arbeit, die zugleich als nur abstrakte allgemeine Arbeit gilt — dieser immanente Widerspruch erhält in den Gegen¬ sätzen der Warenatmosphäre seine entwickelten Bewegungsformen. Diese Formen¬ schließen daher die Möglichkeit, aber auch nur die Möglichkeit der Krisen ein. ""Geldzirkulation kann stattfinden ohne Krisen, aber Krisen können nicht statt¬ finden ohne Geldzirkulation",1242
163,page_519,mega,432,873,"In‐ validenhaus der aktiven Arbeiterarmee und das todte Gewicht der industriellen Reservearmee. Seine Produktion ist eingeschlossen in der Produktion der Surpluspopulation, seine Nothwendigkeit in ihrer Noth‐ wendigkeit, mit ihr bildet er eine Existenzbedingung der kapitalistischen Produktion und Entwicklung des Reichthums. Er gehört zu den faux frais der kapitalistischen Produktion, die das Kapital jedoch großentheils von sich selbst ab",1904-05a,dnz,1544317,1544677,"ine leichte Krise zertrümmern kann. Die Produktion des Lumpen¬ proletariats ist eingeschlossen in die Produktion des Mehrwertes, seine Not¬ wendigkeit in ihrer Notwendigkeit, mit ihr bildet sie eine Existenzbedingung der kapitalistischen Produktion und Entwicklung des bürgerlichen Reichtums. Erst wenn die letzte Wurzel der kapitalistischen Produktionsweise a",256
164,page_183,mega,1463,1786,"Gemeineigenthum die Leistungen für dasselbe. Die Arbeit der freien Bauern auf ihrem Gemeindeland verwandelte sich in Frohnarbeit für die Diebe des Gemeindelandes. Damit entwickelten sich zugleich Leibeigenschafts‐Verhältnisse, jedoch nur thatsächlich, nicht gesetzlich, bis das weltbefreiende Rußland unter dem Vorwand, die",1904-05a,dnz,2264676,2264923,"e sønst ihm Dienste erwiesen: ""Die Arbeit der freien Bauern auf ihrem Gemeindeland verwandelte sich in Fron¬ arbeit für die Diebe des Gemeindelandes"" (Marx). Nur durch eine aus¬ gekünstelte juristische Fiktion wird das Gemeindeland, ebenso wie die",181
165,page_043,mega,1633,2768," die also auch jeder Waare zukommen, nur gegensätzlich, so daß wenn die Waare A sich in der einen Formbestimmung befindet, die Waaren B, C u. s. w. ihr gegenüber die andere annehmen. Das entscheidend Wichtige aber war den inneren nothwendigen Zusammenhang zwischen Werthform, Werthsubstanz und Werthgröße zu entdecken, d. h. ideell ausgedrückt, zu beweisen, daß die Werthform aus dem Werthbegriff entspringt 24) Es ist einer der Grundmängel der klassischen politischen Oekonomie, daß es ihr nie gelang, aus der Analyse der Waare und specieller des Waarenwerths die Form des Werths, die ihn eben zum Tauschwerth macht, herauszufinden. Grade in ihren besten Repräsentanten, wie A. Smith und Ricardo, behandelt sie die Werthform als etwas ganz Gleichgültiges oder der Natur der Waare selbst Aeußerliches. Der Grund ist nicht allein, daß die Analyse der Werthgrösse ihre Aufmerksamkeit ganz absorbirt. Er liegt tiefer. Die Werthform des Arbeitsprodukts ist die abstrakteste, aber auch allgemeinste Form der bürgerlichen Produktionsweise, die hierdurch als eine besondre Art gesellschaftlicher Produktionsweise und damit zugleich historisch",1904-05a,dnz,385766,386790," die Tauschwerte der Waren nur gesellschaftliche Funktionen dieser Gegenstände sind und durchaus nichts mit ihren natürlichen Eigenschaften zu tun haben, müssen wie ree¬ fragen: Welches ist die gemeinsame gesellschaftliche Substanz aller Waren?"" (Karl Marx, Lohn, Preis und Profit. ""Neue Zeit"", 1897/98, II.) ""Es ist einer der Grundmängel der klassischen politischen Okonomie, daß es ihr nie gelang, aus der Analyse der Ware und spezieller des Warenwertes die Form des Wertes, die ihn eben zum Tauschwert macht, herauszufinden. Gerade in ihren besten Repräsentanten, wie A. Smith und Ricardo, behandelt sie die Wertform als etwas ganz Gleichgültiges oder der Natur der Ware selbst Außerliches. Der Grund ist nicht allein, daß die Analyse der i Wertgröße ihre Aufmerksamkeit ganz absorbiert. Er liegt tiefer. Die Wertform des Arbeits¬ produktes ist die abstrakteste, aber auch allgemeinste Form der bürgerlichen Produktionsweise die hierdurch als eine besondere Art gesellschaftlicher Produktion und damit zugleich historisch",832
